id,burst_time,priority,arrival_time,turnaround_time,cpu_time_acquired,waiting_time
963,17,6,0,0,0,0
964,15,11,0,0,0,0
965,11,-10,0,0,0,0
966,7,-2,0,0,0,0
967,6,-14,0,0,0,0
968,13,-17,0,0,0,0
969,15,-16,0,0,0,0
970,19,-19,0,0,0,0
971,18,-20,0,0,0,0
972,16,3,0,0,0,0
973,20,-14,0,0,0,0
974,20,5,0,0,0,0
975,11,15,0,0,0,0
976,20,-9,0,0,0,0
977,5,-10,0,0,0,0
978,13,-3,0,0,0,0
979,9,1,0,0,0,0
980,11,18,0,0,0,0
981,19,2,0,0,0,0
982,7,5,0,0,0,0
983,20,18,0,0,0,0
984,6,-3,0,0,0,0
985,7,-4,0,0,0,0
986,11,-13,0,0,0,0
987,6,19,0,0,0,0
988,8,18,0,0,0,0
989,14,13,0,0,0,0
990,12,4,0,0,0,0
991,17,7,0,0,0,0
992,18,-9,0,0,0,0
993,16,1,0,0,0,0
994,14,17,0,0,0,0
995,9,-4,0,0,0,0
996,16,16,0,0,0,0
997,9,4,0,0,0,0
998,14,2,0,0,0,0
999,18,-6,0,0,0,0
1000,14,-4,0,0,0,0
