id,burst_time,priority,arrival_time,turnaround_time,cpu_time_acquired,waiting_time
4085,6,3,369,726805,6,726799
4086,7,-17,603,106523,7,106516
4087,13,-14,850,216145,13,216132
4088,16,0,379,650956,16,650940
4089,16,-6,403,462196,16,462180
4090,5,15,684,1108968,5,1108963
4091,10,-15,104,157694,10,157684
4092,10,-16,17,124299,10,124289
4093,5,12,470,1009170,5,1009165
4094,13,19,375,1243801,13,1243788
4095,14,13,100,1053968,14,1053954
4096,7,7,669,859011,7,859004
4097,15,-15,677,182803,15,182788
4098,9,-6,704,451934,9,451925
4099,13,-18,309,87639,13,87626
4100,19,11,771,996424,19,996405
4101,6,8,219,879921,6,879915
4102,13,-8,694,402800,13,402787
4103,19,-11,792,309887,19,309868
4104,20,13,437,1056506,20,1056486
4105,10,-11,676,296023,10,296013
4106,20,12,846,1028437,20,1028417
4107,12,16,166,1148268,12,1148256
4108,8,-12,84,251376,8,251368
4109,9,-18,87,64394,9,64385
4110,11,-17,302,117764,11,117753
4111,6,-1,938,614199,6,614193
4112,5,14,282,1068093,5,1068088
4113,16,14,865,1092171,16,1092155
4114,19,-10,555,339211,19,339192
4115,15,4,677,778224,15,778209
4116,18,7,800,872802,18,872784
4117,19,-15,83,178410,19,178391
4118,17,3,907,748653,17,748636
4119,8,-9,949,364876,8,364868
4120,6,17,262,1160792,6,1160786
4121,17,-11,419,307076,17,307059
4122,11,-19,122,54980,11,54969
4123,14,-14,27,209544,14,209530
4124,15,-3,203,555221,15,555206
4125,10,2,709,703593,10,703583
4126,8,12,596,1011828,8,1011820
4127,15,-9,694,371925,15,371910
4128,6,-4,708,514623,6,514617
4129,9,-18,832,80390,9,80381
4130,7,-1,274,599854,7,599847
4131,7,17,195,1159407,7,1159400
4132,19,15,512,1120485,19,1120466
4133,12,-6,14,459233,12,459221
4134,19,-14,87,210001,19,209982
4135,6,3,483,729151,6,729145
4136,11,-3,376,556576,11,556565
4137,11,7,274,868974,11,868963
4138,5,1,348,664798,5,664793
4139,11,15,883,1123210,11,1123199
4140,14,-19,564,58449,14,58435
4141,7,0,880,644395,7,644388
4142,10,-1,360,602001,10,601991
4143,9,7,830,862418,9,862409
4144,13,-3,747,559722,13,559709
4145,11,-15,980,185201,11,185190
4146,6,-2,502,573461,6,573455
4147,18,4,4,773344,18,773326
4148,18,13,658,1058213,18,1058195
4149,10,15,267,1100249,10,1100239
4150,5,-13,912,238073,5,238068
4151,8,-15,3,155392,8,155384
4152,18,11,493,994444,18,994426
4153,12,11,866,997135,12,997123
4154,12,11,965,997782,12,997770
4155,12,9,679,934051,12,934039
4156,6,-9,852,362599,6,362593
4157,17,-7,512,432183,17,432166
4158,5,-1,233,599005,5,599000
4159,7,17,916,1174986,7,1174979
4160,15,-17,281,117579,15,117564
4161,18,-7,465,431838,18,431820
4162,9,1,455,667149,9,667140
4163,7,-15,609,168512,7,168505
4164,12,11,226,992420,12,992408
4165,13,9,321,931342,13,931329
4166,5,-5,803,485242,5,485237
4167,11,11,11,990950,11,990939
4168,13,17,428,1181100,13,1181087
4169,18,-7,981,435570,18,435552
4170,8,8,228,880146,8,880138
4171,20,8,711,903624,20,903604
4172,17,-16,249,148797,17,148780
4173,18,-13,840,247294,18,247276
4174,11,-15,649,182619,11,182608
4175,8,-14,416,195933,8,195925
4176,20,0,377,650930,20,650910
4177,16,3,989,749441,16,749425
4178,17,-5,933,497906,17,497889
4179,9,-20,400,8634,9,8625
4180,7,4,986,771998,7,771991
4181,11,9,33,929293,11,929282
4182,8,17,664,1169528,8,1169520
4183,13,-10,594,339475,13,339462
4184,15,7,269,868946,15,868931
4185,14,-18,717,90465,14,90451
4186,11,8,784,904151,11,904140
4187,12,17,730,1183350,12,1183338
4188,11,-5,877,497484,11,497473
4189,10,6,795,830204,10,830194
4190,18,12,241,1023830,18,1023812
4191,13,-3,932,561238,13,561225
4192,9,-4,526,510878,9,510869
4193,15,-1,672,621727,15,621712
4194,10,16,133,1127912,10,1127902
4195,19,15,440,1119906,19,1119887
4196,14,-11,426,307157,14,307143
4197,18,-6,927,466149,18,466131
4198,13,9,231,930717,13,930704
4199,20,-18,756,90780,20,90760
4200,8,12,196,1003363,8,1003355
4201,12,15,3,1116741,12,1116729
4202,14,-13,797,246951,14,246937
4203,8,2,780,704904,8,704896
4204,15,-13,149,242102,15,242087
4205,17,14,237,1087268,17,1087251
4206,13,19,999,1248782,13,1248769
4207,7,17,39,1156169,7,1156162
4208,6,12,541,1010762,6,1010756
4209,12,-16,497,150656,12,150644
4210,8,-17,100,95624,8,95616
4211,6,14,826,1080434,6,1080428
4212,17,-10,736,340626,17,340609
4213,12,-1,188,617937,12,617925
4214,17,3,705,747200,17,747183
4215,17,1,71,680316,17,680299
4216,7,4,64,751987,7,751980
4217,13,-1,811,622810,13,622797
4218,12,3,224,743543,12,743531
4219,9,16,125,1127650,9,1127641
4220,11,12,360,1024712,11,1024701
4221,6,19,994,1239436,6,1239430
4222,14,1,32,680023,14,680009
4223,16,2,131,711600,16,711584
4224,18,16,962,1153983,18,1153965
4225,10,7,235,849769,10,849759
4226,7,-1,571,606326,7,606319
4227,11,6,903,842956,11,842945
4228,19,0,745,654021,19,654002
4229,8,-13,938,238699,8,238691
4230,11,-16,366,149574,11,149563
4231,17,14,156,1086702,17,1086685
4232,9,15,99,1096590,9,1096581
4233,8,7,81,846574,8,846566
4234,7,6,864,831751,7,831744
4235,13,-12,937,279556,13,279543
4236,5,4,248,756072,5,756067
4237,15,0,699,653642,15,653627
4238,16,-9,256,368454,16,368438
4239,6,13,722,1046182,6,1046176
4240,13,-9,865,373431,13,373418
4241,6,16,768,1140978,6,1140972
4242,18,9,157,930224,18,930206
4243,11,-19,697,59437,11,59426
4244,5,-5,105,470412,5,470407
4245,8,14,861,1081095,8,1081087
4246,16,12,838,1028311,16,1028295
4247,5,7,92,846830,5,846825
4248,12,13,658,1058215,12,1058203
4249,13,-10,414,338091,13,338078
4250,8,4,256,756165,8,756157
4251,8,-17,6,93593,8,93585
4252,16,6,901,842930,16,842914
4253,12,-19,206,55711,12,55699
4254,9,-1,739,609740,9,609731
4255,11,7,835,873035,11,873024
4256,8,-5,113,470548,8,470540
4257,17,11,387,993727,17,993710
4258,16,8,105,898742,16,898726
4259,8,-5,933,488378,8,488370
4260,9,-18,195,66704,9,66695
4261,14,-12,949,279669,14,279655
4262,13,1,384,682934,13,682921
4263,17,5,599,808177,17,808160
4264,5,9,287,912655,5,912650
4265,14,11,792,996583,14,996569
4266,6,-9,855,362667,6,362661
4267,16,5,72,804344,16,804328
4268,11,11,192,992186,11,992175
4269,18,1,514,683927,18,683909
4270,18,15,53,1117195,18,1117177
4271,18,-7,309,430666,18,430648
4272,6,-1,598,606930,6,606924
4273,5,-14,159,189936,5,189931
4274,17,11,9,990928,17,990911
4275,8,1,773,673803,8,673795
4276,13,2,5,710521,13,710508
4277,20,1,714,685362,20,685342
4278,9,-15,844,173364,9,173355
4279,5,9,990,927846,5,927841
4280,19,-12,299,274740,19,274721
4281,15,0,889,655035,15,655020
4282,7,-3,749,547174,7,547167
4283,20,-2,934,592258,20,592238
4284,9,2,157,691935,9,691926
4285,10,-11,374,289476,10,289466
4286,19,1,563,684351,19,684332
4287,17,-10,824,341298,17,341281
4288,19,-2,996,592681,19,592662
4289,15,-9,785,372768,15,372753
4290,14,-3,359,556431,14,556417
4291,16,13,831,1059460,16,1059444
4292,11,7,859,873192,11,873181
4293,14,-2,381,587922,14,587908
4294,13,7,639,871689,13,871676
4295,8,4,232,755697,8,755689
4296,13,-13,885,247641,13,247628
4297,11,-20,333,25435,11,25424
4298,10,-6,435,446066,10,446056
4299,10,-7,530,417197,10,417187
4300,6,18,932,1206453,6,1206447
4301,7,-19,891,50850,7,50843
4302,13,8,114,898826,13,898813
4303,11,-18,862,91466,11,91455
4304,11,15,779,1122506,11,1122495
4305,9,-17,954,113569,9,113560
4306,16,1,467,683517,16,683501
4307,9,-6,509,447815,9,447806
4308,16,-17,13,115659,16,115643
4309,14,-10,84,335817,14,335803
4310,10,2,233,693557,10,693547
4311,6,9,829,924350,6,924344
4312,10,-7,319,412804,10,412794
4313,6,-14,682,201648,6,201642
4314,20,15,701,1121932,20,1121912
4315,6,-12,253,254948,6,254942
4316,7,11,241,973345,7,973338
4317,14,-3,179,555044,14,555030
4318,18,-2,394,588009,18,587991
4319,10,17,121,1157828,10,1157818
4320,15,1,890,686739,15,686724
4321,11,-5,196,492395,11,492384
4322,8,6,436,822263,8,822255
4323,6,8,526,886783,6,886777
4324,14,8,678,903352,14,903338
4325,8,-15,175,159152,8,159144
4326,14,-5,825,496980,14,496966
4327,8,-12,389,258015,8,258007
4328,19,14,347,1088124,19,1088105
4329,11,9,810,935031,11,935020
4330,11,-14,857,216192,11,216181
4331,10,17,617,1168435,10,1168425
4332,6,17,785,1172026,6,1172020
4333,15,12,28,1022285,15,1022270
4334,9,13,113,1033148,9,1033139
4335,16,1,545,684219,16,684203
4336,16,11,4,990885,16,990869
4337,7,-6,74,438316,7,438309
4338,5,17,130,1157997,5,1157992
4339,11,-13,463,244352,11,244341
4340,5,16,427,1134379,5,1134374
4341,11,4,589,777529,11,777518
4342,16,6,813,842300,16,842284
4343,17,-18,23,85376,17,85359
4344,5,6,779,829738,5,829733
4345,19,-18,452,88663,19,88644
4346,9,16,131,1127830,9,1127821
4347,5,-12,463,259586,5,259581
4348,8,-1,948,614394,8,614386
4349,17,-15,435,181016,17,180999
4350,18,9,332,931429,18,931411
4351,13,-20,323,25349,13,25336
4352,9,-20,350,7703,9,7694
4353,5,17,834,1173251,5,1173246
4354,20,6,557,840244,20,840224
4355,9,16,6,1125322,9,1125313
4356,14,16,685,1152004,14,1151990
4357,14,-19,484,57673,14,57659
4358,11,-13,189,242447,11,242436
4359,20,1,89,680467,20,680447
4360,5,-7,169,409402,5,409397
4361,7,-19,719,47314,7,47307
4362,5,13,701,1045798,5,1045793
4363,11,3,865,748363,11,748352
4364,17,-14,362,212224,17,212207
4365,18,-11,109,304544,18,304526
4366,19,-19,4,53912,19,53893
4367,16,7,469,870503,16,870487
4368,8,-9,434,353190,8,353182
4369,5,-7,453,415513,5,415508
4370,15,-17,724,120977,15,120962
4371,10,-20,61,1280,10,1270
4372,9,-20,686,15196,9,15187
4373,6,5,276,787411,6,787405
4374,14,17,552,1181986,14,1181972
4375,5,0,667,639958,5,639953
4376,6,10,323,944385,6,944379
4377,8,5,819,798726,8,798718
4378,15,-16,499,150677,15,150662
4379,13,-16,164,148123,13,148110
4380,11,7,544,871049,11,871038
4381,12,-6,74,459611,12,459599
4382,14,3,822,748012,14,747998
4383,19,-19,918,60913,19,60894
4384,10,-4,933,519378,10,519368
4385,20,-9,297,368737,20,368717
4386,20,-6,636,464032,20,464012
4387,17,-4,860,528423,17,528406
4388,18,14,616,1090209,18,1090191
4389,12,3,858,748293,12,748281
4390,9,13,747,1046754,9,1046745
4391,10,-2,176,566419,10,566409
4392,10,-1,898,613259,10,613249
4393,6,2,46,689585,6,689579
4394,16,11,799,996661,16,996645
4395,11,-19,471,57592,11,57581
4396,19,-16,559,151108,19,151089
4397,10,-17,505,104385,10,104375
4398,12,-18,273,87378,12,87366
4399,15,-9,372,369431,15,369416
4400,14,-6,450,462563,14,462549
4401,14,6,275,837855,14,837841
4402,8,11,272,974063,8,974055
4403,19,-8,213,399415,19,399396
4404,20,11,563,994898,20,994878
4405,17,12,210,1023603,17,1023586
4406,19,2,165,711839,19,711820
4407,13,-19,710,59532,13,59519
4408,15,7,203,868438,15,868423
4409,14,-12,482,276053,14,276039
4410,13,-8,950,404623,13,404610
4411,17,-2,19,585271,17,585254
4412,13,17,620,1182445,13,1182432
4413,8,13,999,1052191,8,1052183
4414,7,-19,375,39577,7,39570
4415,8,-7,428,415046,8,415038
4416,13,10,203,961365,13,961352
4417,13,19,413,1244203,13,1244190
4418,6,-19,366,39393,6,39387
4419,13,6,529,840081,13,840068
4420,7,-3,756,547357,7,547350
4421,19,17,33,1178120,19,1178101
4422,14,-8,144,398907,14,398893
4423,17,-12,170,273750,17,273733
4424,10,-2,245,568012,10,568002
4425,12,15,602,1121191,12,1121179
4426,9,17,74,1156915,9,1156906
4427,6,-4,860,517782,6,517776
4428,12,-8,791,403538,12,403526
4429,16,10,123,960857,16,960841
4430,16,1,345,682646,16,682630
4431,7,11,897,987802,7,987795
4432,10,18,938,1206548,10,1206538
4433,18,11,218,992369,18,992351
4434,17,2,662,715554,17,715537
4435,16,-8,762,403273,16,403257
4436,13,-5,871,497388,13,497375
4437,7,-12,786,266466,7,266459
4438,11,7,388,869890,11,869879
4439,20,10,642,964869,20,964849
4440,12,-17,265,117427,12,117415
4441,7,-17,141,96376,7,96369
4442,11,5,394,806665,11,806654
4443,20,17,643,1182627,20,1182607
4444,20,5,102,804533,20,804513
4445,15,-19,982,61342,15,61327
4446,9,-5,763,484455,9,484446
4447,19,-14,545,213674,19,213655
4448,13,-20,934,29893,13,29880
4449,12,-13,18,241170,12,241158
4450,17,12,539,1026008,17,1025991
4451,7,-6,51,437917,7,437910
4452,18,-5,552,495102,18,495084
4453,13,1,226,681688,13,681675
4454,11,2,933,717384,11,717373
4455,19,-7,292,430530,19,430511
4456,5,4,525,761951,5,761946
4457,15,16,958,1153914,15,1153899
4458,6,-10,292,318833,6,318827
4459,7,-2,886,581830,7,581823
4460,6,4,197,754878,6,754872
4461,7,-20,435,9286,7,9279
4462,7,-16,676,138561,7,138554
4463,9,12,123,1001804,9,1001795
4464,9,-5,740,484007,9,483998
4465,11,-9,83,367272,11,367261
4466,15,8,499,901910,15,901895
4467,11,-5,267,493013,11,493002
4468,19,-13,613,245604,19,245585
4469,14,12,658,1026918,14,1026904
4470,12,-16,463,150474,12,150462
4471,15,14,93,1086176,15,1086161
4472,11,-2,838,591510,11,591499
4473,10,12,350,1006764,10,1006754
4474,12,6,781,842008,12,841996
4475,5,6,168,815801,5,815796
4476,12,4,74,773784,12,773772
4477,13,-5,561,495181,13,495168
4478,11,8,929,905178,11,905167
4479,7,7,803,861763,7,861756
4480,5,-13,257,223847,5,223842
4481,9,12,601,1012041,9,1012032
4482,12,-18,492,88906,12,88894
4483,11,19,589,1245578,11,1245567
4484,20,7,143,868083,20,868063
4485,9,-4,677,514019,9,514010
4486,13,-8,407,400786,13,400773
4487,12,-8,967,404766,12,404754
4488,11,-15,265,179672,11,179661
4489,10,-10,723,328193,10,328183
4490,15,2,137,711628,15,711613
4491,8,-15,880,174147,8,174139
4492,13,-8,723,402996,13,402983
4493,9,3,206,723298,9,723289
4494,10,7,147,847908,10,847898
4495,14,0,861,654761,14,654747
4496,18,11,636,995386,18,995368
4497,9,5,141,784510,9,784501
4498,17,-16,595,151379,17,151362
4499,5,-20,794,17517,5,17512
4500,17,-14,265,211486,17,211469
4501,14,-3,397,556707,14,556693
4502,10,7,336,852075,10,852065
4503,6,-18,503,73292,6,73286
4504,8,-4,345,507058,8,507050
4505,19,-7,710,433479,19,433460
4506,16,18,526,1212847,16,1212831
4507,10,17,865,1174010,10,1174000
4508,20,1,869,686570,20,686550
4509,11,15,453,1119989,11,1119978
4510,15,-14,624,214416,15,214401
4511,14,6,913,843066,14,843052
4512,12,8,811,904332,12,904320
4513,19,8,752,903874,19,903855
4514,17,-2,18,585265,17,585248
4515,18,15,483,1120223,18,1120205
4516,17,-12,347,275128,17,275111
4517,11,-12,963,279794,11,279783
4518,11,16,83,1147662,11,1147651
4519,13,-18,621,89708,13,89695
4520,13,-18,127,86188,13,86175
4521,6,-5,365,476121,6,476115
4522,20,14,134,1086528,20,1086508
4523,17,-8,711,402911,17,402894
4524,14,-13,830,247184,14,247170
4525,15,9,321,931347,15,931332
4526,13,18,21,1209036,13,1209023
4527,6,-19,847,50061,6,50055
4528,16,13,388,1056099,16,1056083
4529,8,-16,433,133450,8,133442
4530,15,17,380,1180776,15,1180761
4531,17,6,710,841527,17,841510
4532,5,-10,336,319842,5,319837
4533,15,-5,654,495787,15,495772
4534,8,10,601,950492,8,950484
4535,11,6,564,840320,11,840309
4536,14,1,954,687304,14,687290
4537,8,0,420,634471,8,634463
4538,15,-6,660,464160,15,464145
4539,9,3,463,728736,9,728727
4540,11,14,395,1088481,11,1088470
4541,15,-2,575,589445,15,589430
4542,9,13,628,1044311,9,1044302
4543,10,15,133,1097374,10,1097364
4544,15,-5,270,493029,15,493014
4545,10,13,801,1047983,10,1047973
4546,5,-20,513,11041,5,11036
4547,10,16,303,1131574,10,1131564
4548,19,15,586,1121050,19,1121031
4549,6,11,32,969162,6,969156
4550,17,15,965,1123875,17,1123858
4551,13,16,927,1153752,13,1153739
4552,7,-15,253,160844,7,160837
4553,19,0,434,651374,19,651355
4554,9,-2,983,583845,9,583836
4555,6,-13,433,227452,6,227446
4556,18,-8,848,403890,18,403872
4557,14,-16,744,152331,14,152317
4558,12,19,900,1248077,12,1248065
4559,9,-19,201,36046,9,36037
4560,7,8,604,888379,7,888372
4561,5,-3,729,546777,5,546772
4562,8,4,719,766139,8,766131
4563,13,-9,782,372739,13,372726
4564,16,-1,173,617855,16,617839
4565,10,-8,822,392958,10,392948
4566,17,17,136,1178864,17,1178847
4567,9,-17,174,97055,9,97046
4568,5,-8,588,387715,5,387710
4569,11,9,674,934025,11,934014
4570,6,13,918,1050273,6,1050267
4571,13,10,66,960338,13,960325
4572,6,17,194,1159361,6,1159355
4573,5,7,248,850098,5,850093
4574,13,-14,488,213253,13,213240
4575,6,-7,66,407362,6,407356
4576,15,-8,593,401987,15,401972
4577,10,-5,441,477527,10,477517
4578,6,-6,581,449262,6,449256
4579,10,18,360,1194465,10,1194455
4580,10,19,397,1226567,10,1226557
4581,13,1,761,685789,13,685776
4582,14,0,833,654589,14,654575
4583,12,-20,444,26168,12,26156
4584,9,-9,824,361939,9,361930
4585,20,8,499,901920,20,901900
4586,17,7,375,869750,17,869733
4587,17,-1,948,623785,17,623768
4588,15,3,876,748403,15,748388
4589,12,-17,955,122506,12,122494
4590,14,-10,939,342167,14,342153
4591,13,14,550,1089758,13,1089745
4592,18,1,972,687424,18,687406
4593,10,-12,2,249650,10,249640
4594,10,14,354,1069581,10,1069571
4595,12,-8,460,401035,12,401023
4596,17,14,363,1088244,17,1088227
4597,7,12,412,1007886,7,1007879
4598,19,16,965,1154022,19,1154003
4599,14,13,699,1058492,14,1058478
4600,14,-9,681,371808,14,371794
4601,17,-11,142,304838,17,304821
4602,9,-2,54,564067,9,564058
4603,13,-11,655,308962,13,308949
4604,11,-12,128,273499,11,273488
4605,7,8,26,875655,7,875648
4606,8,9,108,909041,8,909033
4607,17,-3,569,558297,17,558280
4608,15,14,649,1090517,15,1090502
4609,17,1,446,683347,17,683330
4610,6,-4,146,502525,6,502519
4611,16,-2,598,589599,16,589583
4612,5,9,918,926254,5,926249
4613,11,-2,918,592122,11,592111
4614,13,0,782,654216,13,654203
4615,15,15,994,1124098,15,1124083
4616,5,19,38,1218213,5,1218208
4617,9,-11,426,290639,9,290630
4618,7,-4,566,511594,7,511587
4619,17,-18,652,90014,17,89997
4620,15,7,456,870435,15,870420
4621,10,7,583,857200,10,857190
4622,14,-14,627,214443,14,214429
4623,8,-9,711,359250,8,359242
4624,9,-4,417,508696,9,508687
4625,15,14,916,1092575,15,1092560
4626,13,-7,570,432592,13,432579
4627,5,11,163,971836,5,971831
4628,5,-14,287,192978,5,192973
4629,11,14,664,1090636,11,1090625
4630,20,5,490,807390,20,807370
4631,18,19,143,1241928,18,1241910
4632,18,14,453,1088994,18,1088976
4633,11,9,787,934852,11,934841
4634,19,-18,921,91897,19,91878
4635,5,16,344,1132458,5,1132453
4636,12,-10,60,335638,12,335626
4637,9,-1,555,606062,9,606053
4638,19,18,957,1215996,19,1215977
4639,10,1,625,670851,10,670841
4640,17,-7,955,435400,17,435383
4641,18,-3,778,560071,18,560053
4642,5,19,469,1228204,5,1228199
4643,11,11,21,991013,11,991002
4644,12,-16,839,153036,12,153024
4645,17,-18,645,89929,17,89912
4646,7,16,850,1142749,7,1142742
4647,15,4,498,776819,15,776804
4648,16,-7,660,433069,16,433053
4649,8,-4,362,507494,8,507486
4650,15,4,706,778402,15,778387
4651,5,13,109,1033068,5,1033063
4652,6,-10,113,314978,6,314972
4653,14,17,128,1178801,14,1178787
4654,19,-8,779,403428,19,403409
4655,5,-19,915,51177,5,51172
4656,12,19,736,1246765,12,1246753
4657,15,18,431,1212209,15,1212194
4658,16,19,231,1242552,16,1242536
4659,14,-20,617,27471,14,27457
4660,13,-17,403,118424,13,118411
4661,19,-9,571,371243,19,371224
4662,10,7,976,865410,10,865400
4663,18,-4,271,524175,18,524157
4664,12,-17,364,118172,12,118160
4665,7,-14,504,197517,7,197510
4666,16,16,502,1150657,16,1150641
4667,19,-4,870,528539,19,528520
4668,5,-12,467,259662,5,259657
4669,11,-13,936,248110,11,248099
4670,5,6,621,826306,5,826301
4671,16,-16,364,149570,16,149554
4672,16,-6,126,460015,16,459999
4673,12,3,382,744733,12,744721
4674,5,-12,754,265841,5,265836
4675,10,11,213,972708,10,972698
4676,19,12,13,1022179,19,1022160
4677,13,-7,884,434809,13,434796
4678,12,19,328,1243412,12,1243400
4679,15,-10,132,336093,15,336078
4680,12,-3,455,557287,12,557275
4681,17,-4,788,527911,17,527894
4682,5,-8,824,392971,5,392966
4683,20,-1,199,618044,20,618024
4684,19,-8,5,397877,19,397858
4685,9,-2,88,564693,9,564684
4686,12,8,864,904675,12,904663
4687,12,9,915,935885,12,935873
4688,9,18,417,1195629,9,1195620
4689,7,15,663,1108488,7,1108481
4690,7,19,986,1239287,7,1239280
4691,6,-12,143,252639,6,252633
4692,16,18,207,1210687,16,1210671
4693,5,-15,591,168139,5,168134
4694,20,-5,234,492711,20,492691
4695,5,14,6,1061811,5,1061806
4696,14,-5,688,496048,14,496034
4697,18,16,267,1149039,18,1149021
4698,18,18,4,1208932,18,1208914
4699,14,5,801,809597,14,809583
4700,6,18,395,1195142,6,1195136
4701,8,-10,322,319511,8,319503
4702,18,-6,693,464471,18,464453
4703,14,-12,925,279493,14,279479
4704,15,-4,889,528745,15,528730
4705,17,11,980,997900,17,997883
4706,19,-3,974,561556,19,561537
4707,16,-4,392,525175,16,525159
4708,19,11,496,994464,19,994445
4709,6,15,603,1107263,6,1107257
4710,19,6,220,837363,19,837344
4711,14,16,811,1152928,14,1152914
4712,11,8,550,902271,11,902260
4713,7,-5,298,474654,7,474647
4714,19,10,380,962658,19,962639
4715,11,-13,818,247097,11,247086
4716,11,-15,607,182218,11,182207
4717,7,7,698,859559,7,859552
4718,15,14,111,1086349,15,1086334
4719,18,-9,114,367430,18,367412
4720,19,-13,910,247852,19,247833
4721,14,4,302,775365,14,775351
4722,13,-7,483,431958,13,431945
4723,7,-15,722,170923,7,170916
4724,17,-1,810,622795,17,622778
4725,8,7,433,854111,8,854103
4726,15,16,848,1153171,15,1153156
4727,13,-5,68,491355,13,491342
4728,13,-11,189,305242,13,305229
4729,20,-13,781,246862,20,246842
4730,9,-3,342,537943,9,537934
4731,12,9,300,931149,12,931137
4732,14,15,902,1123358,14,1123344
4733,11,-16,524,150856,11,150845
4734,17,4,349,775735,17,775718
4735,20,7,427,870193,20,870173
4736,5,6,305,819097,5,819092
4737,7,11,608,981484,7,981477
4738,12,10,764,965732,12,965720
4739,17,-13,137,241979,17,241962
4740,10,-19,605,44772,10,44762
4741,6,8,554,887352,6,887346
4742,19,7,517,870870,19,870851
4743,8,7,510,855747,8,855739
4744,18,0,547,652369,18,652351
4745,11,-15,859,184279,11,184268
4746,15,9,569,933247,15,933232
4747,14,18,413,1212103,14,1212089
4748,12,-16,932,153790,12,153778
4749,5,-10,499,323447,5,323442
4750,18,-6,229,460963,18,460945
4751,14,18,301,1211281,14,1211267
4752,8,-2,953,583217,8,583209
4753,14,1,799,686090,14,686076
4754,16,3,625,746521,16,746505
4755,18,-9,251,368429,18,368411
4756,9,4,323,757471,9,757462
4757,12,16,128,1147974,12,1147962
4758,15,-4,752,527652,15,527637
4759,8,6,53,813317,8,813309
4760,15,0,287,650218,15,650203
4761,18,-6,251,461106,18,461088
4762,14,2,296,712823,14,712809
4763,15,-17,375,118255,15,118240
4764,19,15,180,1118152,19,1118133
4765,13,2,574,714881,13,714868
4766,12,17,253,1179791,12,1179779
4767,16,14,870,1092234,16,1092218
4768,14,17,596,1182270,14,1182256
4769,20,11,240,992529,20,992509
4770,7,-12,56,250773,7,250766
4771,14,19,789,1247187,14,1247173
4772,13,-3,370,556515,13,556502
4773,6,5,598,794050,6,794044
4774,15,16,171,1148303,15,1148288
4775,11,15,975,1123967,11,1123956
4776,18,8,733,903786,18,903768
4777,19,1,169,681201,19,681182
4778,5,6,700,828193,5,828188
4779,17,9,871,935502,17,935485
4780,5,-17,915,112855,5,112850
4781,19,8,768,904037,19,904018
4782,16,-12,894,279211,16,279195
4783,16,-17,951,122494,16,122478
4784,14,-17,885,122071,14,122057
4785,16,-19,883,60760,16,60744
4786,17,-10,717,340445,17,340428
4787,13,-17,169,116716,13,116703
4788,12,-20,472,26323,12,26311
4789,6,19,152,1220818,6,1220812
4790,10,15,187,1098488,10,1098478
4791,15,-4,357,524908,15,524893
4792,7,-7,734,421380,7,421373
4793,7,-13,1000,240026,7,240019
4794,16,4,991,780508,16,780492
4795,6,-19,54,32601,6,32595
4796,15,6,46,836149,15,836134
4797,7,3,786,735668,7,735661
4798,18,5,458,807136,18,807118
4799,14,7,2,867020,14,867006
4800,7,10,88,939441,7,939434
4801,18,-6,398,462157,18,462139
4802,18,4,114,774092,18,774074
4803,18,-1,205,618139,18,618121
4804,15,3,917,748750,15,748735
4805,12,0,568,652521,12,652509
4806,12,-4,20,522185,12,522173
4807,5,-2,931,582728,5,582723
4808,5,-4,286,505752,5,505747
4809,19,-8,799,403596,19,403577
4810,16,4,162,774433,16,774417
4811,11,0,785,654221,11,654210
4812,12,-15,517,181571,12,181559
4813,11,9,22,929190,11,929179
4814,11,-18,723,90524,11,90513
4815,7,16,38,1125973,7,1125966
4816,11,5,241,805610,11,805599
4817,9,3,939,739224,9,739215
4818,10,18,124,1189517,10,1189507
4819,7,11,279,974224,7,974217
4820,19,-5,99,491686,19,491667
4821,6,0,587,638087,6,638081
4822,10,-9,534,355750,10,355740
4823,5,-9,615,357314,5,357309
4824,12,-10,196,336509,12,336497
4825,5,6,343,820073,5,820068
4826,15,4,213,774799,15,774784
4827,17,-13,661,245833,17,245816
4828,11,-17,504,119253,11,119242
4829,8,3,664,733105,8,733097
4830,19,-19,793,60146,19,60127
4831,11,10,104,960695,11,960684
4832,6,-18,86,64350,6,64344
4833,12,4,703,778377,12,778365
4834,19,-4,884,528710,19,528691
4835,10,1,892,676398,10,676388
4836,15,-2,491,588853,15,588838
4837,8,17,666,1169619,8,1169611
4838,10,17,181,1159055,10,1159045
4839,13,13,217,1054844,13,1054831
4840,9,12,989,1020900,9,1020891
4841,10,-16,733,139742,10,139732
4842,14,-8,976,404855,14,404841
4843,10,4,848,769373,10,769363
4844,19,7,80,867607,19,867588
4845,19,3,383,744749,19,744730
4846,7,7,788,861491,7,861484
4847,16,4,673,778163,16,778147
4848,18,8,77,898504,18,898486
4849,12,-2,149,586196,12,586184
4850,13,-6,32,459409,13,459396
4851,5,9,824,924210,5,924205
4852,10,-20,566,12353,10,12343
4853,10,-4,315,506365,10,506355
4854,16,-1,741,622280,16,622264
4855,9,4,72,752173,9,752164
4856,20,-12,462,275871,20,275851
4857,12,6,612,840673,12,840661
4858,16,-15,149,178911,16,178895
4859,17,-5,845,497158,17,497141
4860,11,4,106,774044,11,774033
4861,5,2,953,708511,5,708506
4862,12,18,868,1215281,12,1215269
4863,11,16,558,1151054,11,1151043
4864,16,-16,236,148715,16,148699
